Label,Label (cy),Prefix,Name,Abstract,Type,Period Type,Balance,Deprecated Label,Deprecated Label (cy),Deprecated Date,Companies Act,Audit Regulations,FRS 102
General description of measurement of all reported aspects of segment performance,Disgrifiad cyffredinol o fesuriad yr holl agweddau o berfformiad segment yr adroddwyd amdanynt,core,GeneralDescriptionMeasurementAllReportedAspectsSegmentPerformance,false,stringItemType,duration,,,,,,,Name: SI; Number: 410; Year: 2008; Paragraph: 68
Description of basis for attributing revenues to individual countries,Disgrifiad o sail priodoli refeniwiau i wledydd unigol,core,DescriptionBasisForAttributingRevenuesToIndividualCountries,false,stringItemType,duration,,,,,,,Name: SI; Number: 410; Year: 2008; Paragraph: 68
Description of extent of reliance on major customers,Disgrifiad o faint y ddibyniaeth ar gwsmeriaid mawr,core,DescriptionExtentRelianceOnMajorCustomers,false,stringItemType,duration,,,,,,,Name: SI; Number: 410; Year: 2008; Paragraph: 68
Description of reasons why segment information is not available,Disgrifiad o'r rhesymau pam fod gwybodaeth segment ddim ar gael,core,DescriptionReasonsWhySegmentInformationNotAvailable,false,stringItemType,duration,,,,,,,Name: SI; Number: 410; Year: 2008; Paragraph: 68
Disposals and discontinued operations [heading],Gwarediadau a gweithrediadau a derfynwyd [pennawd],core,DisposalsDiscontinuedOperationsHeading,true,types:headingItemType,duration,,,,,,,
"Use continuing / discontinued dimension to identify continued, discontinued and held for sale values [guidance]","Defnyddiwch dimensiwn parhaus / terfynedig i enwi gwerthoedd parhaus, terfynedig ac a ddelir ar gyfer gwerthu [canllawiau]",core,UseContinuingDiscontinuedDimensionToIdentifyContinuedDiscontinuedHeldForSaleValuesGuidance,true,types:guidanceItemType,duration,,,,,,,
Description of discontinued operation or non-current assets or disposal group held for sale,Disgrifiad o weithrediadau a derfynwyd neu asedau anghyfredol neu grŵp gwaredu a ddelir ar gyfer gwerthu,core,DescriptionDiscontinuedOperationOrNon-currentAssetsOrDisposalGroupHeldForSale,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 4.14.b
Description of facts and circumstances of sale or expected disposal,Disgrifiad o ffeithiau ac amgylchiadau gwerthu neu waredu disgwyliedig,core,DescriptionFactsCircumstancesSaleOrExpectedDisposal,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 4.14.b
Name of reportable segment in which non-current assets or disposal group held for sale is presented,Enw'r segment adroddadwy ble cyflwynir ased anghyfredol neu grŵp gwaredu a ddelir ar gyfer gwerthu,core,NameReportableSegmentInWhichNon-currentAssetsOrDisposalGroupHeldForSalePresented,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 1.5
Total expenses recognised for discontinued operations,Cyfanswm treuliau a gydnabuwyd ar gyfer gweithrediadau a derfynwyd,core,TotalExpensesRecognisedForDiscontinuedOperations,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 5.7D
Gain (loss) before tax on sale of discontinued operations,Enillion (colled) cyn treth ar werthiant gweithrediadau a derfynwyd,core,GainLossBeforeTaxOnSaleDiscontinuedOperations,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 5.7D
Tax expense (credit) relating to gain or loss on discontinuance of operations,Traul treth (credyd) cysylltiedig ag enillion neu golled o ran terfynu gweithrediadau,core,TaxExpenseCreditRelatingToGainOrLossOnDiscontinuanceOperations,false,monetaryItemType,duration,debit,,,,,,Name: FRS; Number: 102; Paragraph: 5.7D
Gain (loss) after tax on sale of discontinued operations,Enillion (colled) ar ôl treth ar werthiant gweithrediadau a derfynwyd,core,GainLossAfterTaxOnSaleDiscontinuedOperations,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 5.7D.a
"Profit (loss) on discontinued operations, including gain or loss on sale","Elw (colled) o weithrediadau a derfynwyd, yn cynnwys enillion neu golled o werthu",core,ProfitLossOnDiscontinuedOperationsIncludingGainOrLossOnSale,false,monetaryItemType,duration,credit,,,,,,Name: FRS; Number: 102; Paragraph: 5.7D.a
Description of change of plan on sale and its effect on financial results,Disgrifiad o newid cynllun ynghylch gwerthu ac effaith hynny ar ganlyniadau ariannol,core,DescriptionChangePlanOnSaleItsEffectOnFinancialResults,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 5.7E
"For other profit or loss, asset and liability items related to discontinued operations, use ordinary line item and appropriate discontinued operations dimension tag [guidance]","Ar gyfer eitemau elw neu golled, asedau a rhwymedigaethau eraill cysylltiedig a gweithrediadau a derfynwyd, defnyddiwch tag dimensiwn eitem llinell a gweithrediadau a derfynwyd priodol arferol [canllawiau]",core,ForOtherProfitOrLossAssetLiabilityItemsRelatedToDiscontinuedOperationsUseOrdinaryLineItemAppropriateDiscontinuedOperationsDimensionTagGuidance,true,types:guidanceItemType,duration,,,,,,,
Business combinations [heading],Cyfuniadau Busnes [pennawd],core,BusinessCombinationsHeading,true,types:headingItemType,duration,,,,,,,
General disclosures on business combinations [heading],Datgeliadau cyffredinol ar gyfuniadau busnes [pennawd],core,GeneralDisclosuresOnBusinessCombinationsHeading,true,types:headingItemType,duration,,,,,,,
General description of nature and financial effect of business combinations during the period,Disgrifiad cyffredinol o natur ac effaith ariannol cyfuniadau Busnes yn ystod y cyfnod,core,GeneralDescriptionNatureFinancialEffectBusinessCombinationsDuringPeriod,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25
Disclosures on specific business combinations [heading],Datgeliadau ynghylch cyfuniadau Busnes penodol [pennawd],core,DisclosuresOnSpecificBusinessCombinationsHeading,true,types:headingItemType,duration,,,,,,,
Use business combinations dimension to identify individual business combinations [guidance],Defnyddiwch dimensiwn cyfuniadau Busnes i enwi cyfuniadau Busnes unigol [canllawiau],core,UseBusinessCombinationsDimensionToIdentifyIndividualBusinessCombinationsGuidance,true,types:guidanceItemType,duration,,,,,,,
Name of acquired entity,Enw'r endid caffaeledig,core,NameAcquiredEntity,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.a
Description of acquired entity,Disgrifiad o endid caffaeledig,core,DescriptionAcquiredEntity,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.a
Date of acquisition,Dyddiad caffael,core,DateAcquisition,false,dateItemType,instant,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.b
Percentage of voting equity interests acquired,Canran y buddiannau ecwiti pleidleisio caffaeledig,core,PercentageVotingEquityInterestsAcquired,false,num:percentItemType,instant,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.c
Description of primary reasons for business combination and how control acquired,Disgrifiad o resymau sylfaenol dros gyfuniadau busnes a sut y cafwyd rheolaeth,core,DescriptionPrimaryReasonsForBusinessCombinationHowControlAcquired,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25
Description of business combination disclosures which are incomplete or provisional and reasons for this,"Disgrifiad o'r datgeliadau cyfuniad busnes sydd yn anghyflawn neu yn rhai dros dro, a'r rhesymau am hynny",core,DescriptionBusinessCombinationDisclosuresWhichAreIncompleteOrProvisionalReasonsForThis,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25
Consideration for acquisition [heading],Cydnabyddiaeth ar gyfer caffael [pennawd],core,ConsiderationForAcquisitionHeading,true,types:headingItemType,duration,,,,,,,
"Total consideration transferred, including settlement of pre-existing relationship","Cyfanswm cydnabyddiaeth a drosglwyddwyd, yn cynnwys setliad o berthynas oedd eisoes yn bodoli",core,TotalConsiderationTransferredIncludingSettlementPre-existingRelationship,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.d
Increase (decrease) in consideration transferred from settlement of pre-existing relationship,Cynnydd (gostyngiad) yn y gydnabyddiaeth a drosglwyddwyd o setliad perthynas oedd eisoes yn bodoli,core,IncreaseDecreaseInConsiderationTransferredFromSettlementPre-existingRelationship,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.d
"Total consideration transferred, excluding any settlement of pre-existing relationship","Cyfanswm cydnabyddiaeth a drosglwyddwyd, ac eithrio unrhyw setliad o berthynas oedd eisoes yn bodoli",core,TotalConsiderationTransferredExcludingAnySettlementPre-existingRelationship,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.d
Cash transferred to acquire entity,Arian parod a drosglwyddwyd er mwyn caffael endid,core,CashTransferredToAcquireEntity,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.d
"Other tangible or intangible assets transferred, fair value at acquisition date","Asedau diriaethol neu asedau anniriaethol eraill a drosglwyddwyd, gwerth teg ar y dyddiad caffael",core,OtherTangibleOrIntangibleAssetsTransferredFairValueAcquisitionDate,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Liabilities incurred, fair value at acquisition date","Rhwymedigaethau a ysgwyddwyd, gwerth teg ar y dyddiad caffael",core,LiabilitiesIncurredFairValueAcquisitionDate,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Share-based payment liabilities transferred from acquired entity, fair value at acquisition date","Rhwymedigaethau taliadau seiliedig ar gyfranddaliadau a drosglwyddwyd o endid caffaeledig, gwerth teg ar y dyddiad caffael",core,Share-basedPaymentLiabilitiesTransferredFromAcquiredEntityFairValueAcquisitionDate,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Net contingent liabilities (assets) and indemnification assets recognised at acquisition date,Rhwymedigaeth (asedau) digwyddiadol ac asedau indemniad a gydnabuwyd ar y dyddiad caffael,core,NetContingentLiabilitiesAssetsIndemnificationAssetsRecognisedAcquisitionDate,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Description of contingent consideration arrangements and indemnification assets, including estimated outcomes","Disgrifiad o drefniadau cydnabyddiaeth ddibynnol ac asedau indemnio, yn cynnwys deilliannau wedi eu hamcangyfrif",core,DescriptionContingentConsiderationArrangementsIndemnificationAssetsIncludingEstimatedOutcomes,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Equity interests of acquirer used in acquisition, fair value at acquisition date","Buddiannau ecwiti y sawl sy'n caffael a ddefnyddir mewn caffaeliad, gwerth teg ar y dyddiad caffael",core,EquityInterestsAcquirerUsedInAcquisitionFairValueAcquisitionDate,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Description of instruments issued and the method for establishing their fair value,Disgrifiad o offerynnau a roddwyd a'r dull o sefydlu eu gwerth teg,core,DescriptionInstrumentsIssuedMethodForEstablishingTheirFairValue,false,stringItemType,duration,,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Deferred consideration for business combination,Cydnabyddiaeth ohiriedig ar gyfer cyfuniadau Busnes,core,DeferredConsiderationForBusinessCombination,false,monetaryItemType,instant,credit,,,,,,"[Name: FRS; Number: 102; Paragraph: 8.2.c], [Name: FRS; Number: 102; Paragraph: 19.25.e]"
Further item of consideration transferred [component of total consideration transferred],Eitemau eraill o gydnabyddiaeth a drosglwyddwyd [rhan o gyfanswm cydnabyddiaethau a drosglwyddwyd],core,FurtherItemConsiderationTransferredComponentTotalConsiderationTransferred,false,monetaryItemType,instant,credit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Tags in this section are treated as credits, to be consistent with treatment of outflows as credits under cash flow [guidance]","Mae tagiau yn yr adran hon yn cael eu trin fel credydau, er mwyn bod yn gyson â thriniaeth all-lif fel credydau o dan lif arian [canllawiau]",core,TagsInThisSectionAreTreatedAsCreditsToBeConsistentWithTreatmentOutflowsAsCreditsUnderCashFlowGuidance,true,types:guidanceItemType,duration,,,,,,,
Acquired assets and liabilities [heading],Asedau ac atebolrwydd caffaeledig [pennawd],core,AcquiredAssetsLiabilitiesHeading,true,types:headingItemType,duration,,,,,,,
Acquired assets and liabilities tags are intended for fair values - other values in any reconciliations do not need to be tagged [guidance],Mae tagiau asedau ac atebolrwydd caffaeledig wedi eu bwriadu ar gyfer gwerthoedd teg - nid oes angen tagio gwerthoedd eraill mewn unrhyw gysoni [canllawiau],core,AcquiredAssetsLiabilitiesTagsAreIntendedForFairValues-OtherValuesInAnyReconciliationsDoNotNeedToBeTaggedGuidance,true,types:guidanceItemType,duration,,,,,,,
Assets acquired,Asedau caffaeledig,core,AssetsAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Property, plant and equipment acquired","Eiddo, offer a chyfarpar caffaeledig",core,PropertyPlantEquipmentAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Use PPE classes dimension to identify individual PPE classes acquired [guidance],Defnyddiwch dimensiwn dosbarthiadau PPE i enwi dosbarthiadau PPE unigol caffaeledig [canllawiau],core,UsePPEClassesDimensionToIdentifyIndividualPPEClassesAcquiredGuidance,true,types:guidanceItemType,duration,,,,,,,
Intangible assets other than goodwill acquired,Asedau anniriaethol ac eithrio ewyllys da caffaeledig,core,IntangibleAssetsOtherThanGoodwillAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Use intangible classes dimension to identify individual asset classes acquired [guidance],Defnyddiwch dimensiwn dosbarthiadau anniriaethol i enwi dosbarthiadau asedau unigol caffaeledig [canllawiau],core,UseIntangibleClassesDimensionToIdentifyIndividualAssetClassesAcquiredGuidance,true,types:guidanceItemType,duration,,,,,,,
Investment property acquired,Eiddo buddsoddi caffaeledig,core,InvestmentPropertyAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Biological assets acquired,Asedau biolegol a gafwyd,core,BiologicalAssetsAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Biological assets acquired, current","Asedau biolegol a gafwyd, cyfredol",core,BiologicalAssetsAcquiredCurrent,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
"Biological assets acquired, non-current","Asedau biolegol a gafwyd, anghyfredol",core,BiologicalAssetsAcquiredNon-current,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Inventories acquired,Stocrestrau caffaeledig,core,InventoriesAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Debtors acquired,Dyledwyr caffaeledig,core,DebtorsAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Trade debtors / trade receivables acquired,Dyledwr masnach / symiau masnach derbyniadwy caffaeledig,core,TradeDebtorsTradeReceivablesAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Further item of debtors acquired [component of total debtors acquired],Eitem dyledwyr caffaeledig arall [rhan o gyfanswm dyledwyr caffaeledig],core,FurtherItemDebtorsAcquiredComponentTotalDebtorsAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Other debtors acquired,Dyledwyr eraill caffaeledig,core,OtherDebtorsAcquired,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
Gross contractual amounts receivable for acquired receivables,Symiau contract gros derbyniadwy am symiau derbyniol caffaeledig,core,GrossContractualAmountsReceivableForAcquiredReceivables,false,monetaryItemType,instant,debit,,,,,,Name: FRS; Number: 102; Paragraph: 19.25.e
